kunde_id,maaned,innlogginger,korttransaksjoner
K100044,2025-06,6,23
K100044,2025-07,12,41
K100044,2025-08,9,26
K100044,2025-09,6,35
K100044,2025-10,10,28
K100044,2025-11,5,30
K100044,2025-12,12,20
K100045,2024-01,8,31
K100045,2024-02,11,35
K100045,2024-03,16,31
K100045,2024-04,10,34
K100045,2024-05,5,38
K100045,2024-06,11,34
K100045,2024-07,5,35
K100045,2024-08,9,34
K100045,2024-09,7,37
K100045,2024-10,8,41
K100045,2024-11,9,33
K100045,2024-12,5,25
K100045,2025-01,15,36
K100045,2025-02,14,43
K100045,2025-03,12,45
K100045,2025-04,13,38
K100045,2025-05,10,36
K100045,2025-06,12,28
K100045,2025-07,13,33
K100045,2025-08,4,36
K100045,2025-09,10,23
K100045,2025-10,10,26
K100045,2025-11,9,25
K100045,2025-12,9,38
K100046,2024-01,19,47
K100046,2024-02,17,36
K100046,2024-03,20,40
K100046,2024-04,15,49
K100046,2024-05,13,46
K100046,2024-06,16,34
K100046,2024-07,11,34
K100046,2024-08,9,45
K100046,2024-09,12,42
K100046,2024-10,18,39
K100046,2024-11,21,44
K100046,2024-12,14,46
K100046,2025-01,14,47
K100046,2025-02,17,46
K100046,2025-03,15,45
K100046,2025-04,20,47
K100046,2025-05,14,39
K100046,2025-06,21,44
K100046,2025-07,15,38
K100046,2025-08,16,37
K100046,2025-09,12,24
K100046,2025-10,8,49
K100046,2025-11,13,30
K100046,2025-12,17,40
K100047,2024-01,17,50
K100047,2024-02,25,57
K100047,2024-03,34,73
K100047,2024-04,22,56
K100047,2024-05,28,51
K100047,2024-06,20,68
K100047,2024-07,16,62
K100047,2024-08,14,52
K100047,2024-09,14,51
K100047,2024-10,26,54
K100047,2024-11,16,58
K100047,2024-12,26,53
K100047,2025-01,24,53
K100047,2025-02,14,56
K100047,2025-03,30,56
K100047,2025-04,31,82
K100047,2025-05,23,60
K100047,2025-06,23,65
K100047,2025-07,19,46
K100047,2025-08,14,71
K100047,2025-09,19,37
K100047,2025-10,19,55
K100047,2025-11,23,47
K100047,2025-12,21,51
K100048,2024-01,19,41
K100048,2024-02,24,57
K100048,2024-03,16,56
K100048,2024-04,18,38
K100048,2024-05,26,57
K100048,2024-06,15,49
K100048,2024-07,13,53
K100048,2024-08,10,38
K100048,2024-09,18,56
K100048,2024-10,10,48
K100048,2024-11,11,49
K100048,2024-12,20,43
K100048,2025-01,17,47
K100048,2025-02,31,50
K100048,2025-03,16,44
K100048,2025-04,13,56
K100048,2025-05,19,55
K100048,2025-06,18,53
K100048,2025-07,12,37
K100048,2025-08,18,51
K100048,2025-09,11,54
K100048,2025-10,25,46
K100048,2025-11,13,32
K100048,2025-12,20,39
K100049,2024-01,15,60
K100049,2024-02,22,57
K100049,2024-03,20,77
K100049,2024-04,17,65
K100049,2024-05,24,60
K100049,2024-06,22,78
K100049,2024-07,11,51
K100049,2024-08,26,54
K100049,2024-09,16,62
K100049,2024-10,20,55
K100049,2024-11,24,59
K100049,2024-12,24,57
K100049,2025-01,24,55
K100049,2025-02,31,70
K100049,2025-03,16,47
K100049,2025-04,34,63
K100049,2025-05,16,67
K100049,2025-06,23,61
K100049,2025-07,23,48
K100049,2025-08,26,48
K100049,2025-09,19,52
K100049,2025-10,27,58
K100049,2025-11,22,58
K100049,2025-12,22,47
K100050,2024-01,18,45
K100050,2024-02,15,55
K100050,2024-03,21,50
K100050,2024-04,12,40
K100050,2024-05,15,44
K100050,2024-06,15,50
K100050,2024-07,21,50
K100050,2024-08,21,45
K100050,2024-09,13,48
K100050,2024-10,10,39
K100050,2024-11,24,61
K100050,2024-12,12,48
K100050,2025-01,23,47
K100050,2025-02,12,55
K100050,2025-03,17,53
K100050,2025-04,16,60
K100050,2025-05,20,48
K100050,2025-06,26,48
K100050,2025-07,16,60
K100050,2025-08,19,27
K100050,2025-09,11,62
K100050,2025-10,17,47
K100050,2025-11,9,45
K100050,2025-12,17,38
K100051,2024-01,9,12
K100051,2024-02,3,14
K100051,2024-03,4,21
K100051,2024-04,4,19
K100051,2024-05,6,8
K100051,2024-06,11,18
K100051,2024-07,2,14
K100051,2024-08,7,12
K100051,2024-09,3,13
K100051,2024-10,4,15
K100051,2024-11,2,24
K100051,2024-12,4,19
K100051,2025-01,5,19
K100051,2025-02,3,21
K100051,2025-03,8,17
K100051,2025-04,8,14
K100051,2025-05,6,14
K100051,2025-06,4,26
K100051,2025-07,3,17
K100051,2025-08,5,22
K100051,2025-09,5,17
K100051,2025-10,4,12
K100051,2025-11,3,16
K100051,2025-12,7,22
K100052,2024-01,21,62
K100052,2024-02,29,77
K100052,2024-03,27,71
K100052,2024-04,26,43
K100052,2024-05,18,68
K100052,2024-06,23,60
K100052,2024-07,23,63
K100052,2024-08,20,59
K100052,2024-09,12,60
K100052,2024-10,14,53
K100052,2024-11,18,49
K100052,2024-12,17,48
K100052,2025-01,24,45
K100052,2025-02,26,55
K100052,2025-03,22,55
K100052,2025-04,24,79
K100052,2025-05,13,46
K100052,2025-06,30,56
K100052,2025-07,16,58
K100052,2025-08,16,45
K100052,2025-09,15,54
K100052,2025-10,12,31
K100052,2025-11,11,31
K100052,2025-12,11,30
K100053,2024-01,2,27
K100053,2024-02,4,26
K100053,2024-03,1,16
K100053,2024-04,3,19
K100053,2024-05,6,15
K100053,2024-06,2,9
K100053,2024-07,3,18
K100053,2024-08,2,16
K100053,2024-09,2,15
K100053,2024-10,4,18
K100053,2024-11,5,11
K100053,2024-12,1,16
K100053,2025-01,3,15
K100053,2025-02,5,20
K100053,2025-03,6,17
K100053,2025-04,7,16
K100053,2025-05,4,22
K100053,2025-06,5,19
K100053,2025-07,2,21
K100053,2025-08,2,15
K100053,2025-09,2,15
K100053,2025-10,5,10
K100053,2025-11,4,22
K100053,2025-12,6,19
K100054,2024-01,26,55
K100054,2024-02,26,64
K100054,2024-03,25,48
K100054,2024-04,21,59
K100054,2024-05,16,46
K100054,2024-06,21,57
K100054,2024-07,17,67
K100054,2024-08,28,63
K100054,2024-09,24,62
K100054,2024-10,21,44
K100054,2024-11,15,48
K100054,2024-12,23,54
K100054,2025-01,24,59
K100054,2025-02,23,70
K100054,2025-03,25,46
K100054,2025-04,24,56
K100054,2025-05,23,69
K100054,2025-06,26,69
K100054,2025-07,19,63
K100054,2025-08,16,58
K100054,2025-09,19,40
K100054,2025-10,18,47
K100054,2025-11,23,50
K100054,2025-12,20,62
K100055,2024-01,14,35
K100055,2024-02,19,48
K100055,2024-03,13,58
K100055,2024-04,17,44
K100055,2024-05,18,66
K100055,2024-06,17,58
K100055,2024-07,20,37
K100055,2024-08,25,46
K100055,2024-09,25,36
K100055,2024-10,18,46
K100055,2024-11,10,38
K100055,2024-12,18,51
K100055,2025-01,12,51
K100055,2025-02,15,44
K100055,2025-03,12,43
K100055,2025-04,19,68
K100055,2025-05,12,46
K100055,2025-06,24,53
K100055,2025-07,18,50
K100055,2025-08,18,36
K100055,2025-09,18,38
K100055,2025-10,10,40
K100055,2025-11,23,39
K100055,2025-12,16,46
K100056,2024-01,9,34
K100056,2024-02,12,42
K100056,2024-03,12,39
K100056,2024-04,15,41
K100056,2024-05,10,40
K100056,2024-06,15,31
K100056,2024-07,13,42
K100056,2024-08,11,37
K100056,2024-09,7,25
K100056,2024-10,9,44
K100056,2024-11,7,43
K100056,2024-12,14,31
K100056,2025-01,5,19
K100056,2025-02,7,27
K100056,2025-03,9,38
K100056,2025-04,17,38
K100056,2025-05,12,24
K100056,2025-06,9,35
K100056,2025-07,6,26
K100056,2025-08,11,38
K100056,2025-09,8,39
K100056,2025-10,10,35
K100056,2025-11,13,27
K100056,2025-12,11,39
K100057,2024-01,4,18
K100057,2024-02,2,14
K100057,2024-03,1,15
K100057,2024-04,3,15
K100057,2024-05,2,15
K100057,2024-06,2,14
K100057,2024-07,2,17
K100057,2024-08,2,16
K100057,2024-09,2,14
K100057,2024-10,2,15
K100057,2024-11,2,12
K100057,2024-12,2,14
K100057,2025-01,2,18
K100057,2025-02,4,19
K100057,2025-03,1,19
K100057,2025-04,8,19
K100057,2025-05,3,19
K100057,2025-06,4,16
K100057,2025-07,5,15
K100057,2025-08,4,20
K100057,2025-09,2,17
K100057,2025-10,4,17
K100057,2025-11,1,13
K100057,2025-12,1,8
K100058,2024-01,19,54
K100058,2024-02,13,75
K100058,2024-03,21,75
K100058,2024-04,20,53
K100058,2024-05,23,57
K100058,2024-06,15,65
K100058,2024-07,24,59
K100058,2024-08,22,56
K100058,2024-09,15,54
K100058,2024-10,17,56
K100058,2024-11,25,60
K100058,2024-12,22,57
K100058,2025-01,16,42
K100058,2025-02,14,50
K100058,2025-03,22,67
K100058,2025-04,15,67
K100058,2025-05,18,60
K100058,2025-06,16,46
K100058,2025-07,22,47
K100058,2025-08,19,58
K100058,2025-09,22,63
K100058,2025-10,15,48
K100058,2025-11,17,51
K100058,2025-12,17,62
K100059,2024-01,14,52
K100059,2024-02,17,35
K100059,2024-03,7,37
K100059,2024-04,12,50
K100059,2024-05,19,42
K100059,2024-06,21,35
K100059,2024-07,11,51
K100059,2024-08,14,47
K100059,2024-09,16,57
K100059,2024-10,15,34
K100059,2024-11,11,40
K100059,2024-12,20,25
K100059,2025-01,12,33
K100059,2025-02,19,37
K100059,2025-03,9,51
K100059,2025-04,5,40
K100059,2025-05,18,52
K100059,2025-06,15,48
K100059,2025-07,14,44
K100059,2025-08,15,58
K100059,2025-09,18,53
K100059,2025-10,11,40
K100059,2025-11,19,49
K100059,2025-12,20,38
K100060,2024-01,13,41
K100060,2024-02,12,32
K100060,2024-03,16,39
K100060,2024-04,14,44
K100060,2024-05,7,35
K100060,2024-06,8,44
K100060,2024-07,13,33
K100060,2024-08,7,31
K100060,2024-09,6,38
K100060,2024-10,10,57
K100060,2024-11,10,32
K100060,2024-12,2,26
K100060,2025-01,14,39
K100060,2025-02,9,43
K100060,2025-03,12,30
K100060,2025-04,13,40
K100060,2025-05,15,51
K100060,2025-06,16,35
K100060,2025-07,8,31
K100060,2025-08,7,32
K100060,2025-09,14,45
K100060,2025-10,12,38
K100060,2025-11,12,34
K100060,2025-12,13,43
K100061,2024-01,0,6
K100061,2024-02,0,3
K100061,2024-03,1,6
K100061,2024-04,0,11
K100061,2024-05,0,8
K100061,2024-06,1,7
K100061,2024-07,0,11
K100061,2024-08,0,6
K100061,2024-09,0,8
K100061,2024-10,0,9
K100061,2024-11,0,8
K100061,2024-12,0,6
K100061,2025-01,1,13
K100061,2025-02,0,9
K100061,2025-03,1,13
K100061,2025-04,0,8
K100061,2025-05,0,8
K100061,2025-06,0,6
K100061,2025-07,0,7
K100061,2025-08,0,8
K100061,2025-09,1,7
K100061,2025-10,0,9
K100061,2025-11,0,12
K100061,2025-12,1,10
K100062,2024-01,9,28
K100062,2024-02,10,35
K100062,2024-03,5,33
K100062,2024-04,15,31
K100062,2024-05,9,29
K100062,2024-06,12,23
K100062,2024-07,9,25
K100062,2024-08,14,30
K100062,2024-09,5,30
K100062,2024-10,15,30
K100062,2024-11,11,39
K100062,2024-12,17,30
K100062,2025-01,13,46
K100062,2025-02,10,32
K100062,2025-03,15,33
K100062,2025-04,14,40
K100062,2025-05,12,27
K100062,2025-06,11,40
K100062,2025-07,7,35
K100062,2025-08,5,39
K100062,2025-09,6,20
K100062,2025-10,7,23
K100062,2025-11,9,35
K100062,2025-12,12,34
K100063,2024-01,13,61
K100063,2024-02,13,49
K100063,2024-03,22,66
K100063,2024-04,16,63
K100063,2024-05,29,55
K100063,2024-06,22,51
K100063,2024-07,24,59
K100063,2024-08,13,52
K100063,2024-09,12,36
K100063,2024-10,18,65
K100063,2024-11,24,62
K100063,2024-12,15,66
K100063,2025-01,15,54
K100063,2025-02,21,47
K100063,2025-03,13,69
K100063,2025-04,16,57
K100063,2025-05,16,52
K100063,2025-06,17,64
K100063,2025-07,14,35
K100063,2025-08,19,53
K100063,2025-09,19,56
K100063,2025-10,17,49
K100063,2025-11,19,57
K100063,2025-12,13,54
K100064,2024-01,22,61
K100064,2024-02,21,59
K100064,2024-03,20,70
K100064,2024-04,17,66
K100064,2024-05,19,55
K100064,2024-06,30,51
K100064,2024-07,23,61
K100064,2024-08,17,47
K100064,2024-09,12,52
K100064,2024-10,18,53
K100064,2024-11,21,47
K100064,2024-12,16,54
K100064,2025-01,16,63
K100064,2025-02,23,48
K100064,2025-03,20,59
K100064,2025-04,16,55
K100064,2025-05,19,56
K100064,2025-06,13,59
K100064,2025-07,23,36
K100064,2025-08,23,51
K100064,2025-09,23,52
K100064,2025-10,19,56
K100064,2025-11,24,48
K100064,2025-12,19,48
K100065,2024-01,11,31
K100065,2024-02,18,49
K100065,2024-03,18,53
K100065,2024-04,10,31
K100065,2024-05,10,50
K100065,2024-06,17,47
K100065,2024-07,12,43
K100065,2024-08,11,35
K100065,2024-09,13,33
K100065,2024-10,10,39
K100065,2024-11,11,31
K100065,2024-12,13,36
K100065,2025-01,13,52
K100065,2025-02,12,46
K100065,2025-03,20,47
K100065,2025-04,9,54
K100065,2025-05,9,41
K100065,2025-06,14,56
K100065,2025-07,13,49
K100065,2025-08,13,35
K100065,2025-09,14,35
K100065,2025-10,12,49
K100065,2025-11,11,44
K100065,2025-12,14,44
K100066,2024-01,13,33
K100066,2024-02,13,28
K100066,2024-03,10,44
K100066,2024-04,13,46
K100066,2024-05,16,39
K100066,2024-06,8,36
K100066,2024-07,9,30
K100066,2024-08,2,40
K100066,2024-09,10,47
K100066,2024-10,11,24
K100066,2024-11,11,27
K100066,2024-12,11,20
K100066,2025-01,13,38
K100066,2025-02,8,42
K100066,2025-03,9,33
K100066,2025-04,7,25
K100066,2025-05,10,42
K100066,2025-06,8,45
K100066,2025-07,17,32
K100066,2025-08,14,39
K100066,2025-09,9,30
K100066,2025-10,11,38
K100066,2025-11,6,38
K100066,2025-12,15,32
K100067,2024-01,1,14
K100067,2024-02,1,10
K100067,2024-03,4,17
K100067,2024-04,3,10
K100067,2024-05,1,10
K100067,2024-06,1,14
K100067,2024-07,1,11
K100067,2024-08,2,9
K100067,2024-09,0,9
K100067,2024-10,1,15
K100067,2024-11,1,4
K100067,2024-12,3,8
K100067,2025-01,3,12
K100067,2025-02,1,9
K100067,2025-03,3,13
K100067,2025-04,2,10
K100067,2025-05,1,11
K100067,2025-06,2,13
K100067,2025-07,4,9
K100067,2025-08,2,7
K100067,2025-09,0,11
K100067,2025-10,3,11
K100067,2025-11,0,11
K100067,2025-12,2,9
K100068,2024-01,19,67
K100068,2024-02,28,58
K100068,2024-03,16,55
K100068,2024-04,28,56
K100068,2024-05,13,55
K100068,2024-06,22,49
K100068,2024-07,25,68
K100068,2024-08,17,53
K100068,2024-09,27,57
K100068,2024-10,19,59
K100068,2024-11,21,64
K100068,2024-12,22,47
K100068,2025-01,9,48
K100068,2025-02,25,76
K100068,2025-03,19,50
K100068,2025-04,20,56
K100068,2025-05,15,65
K100068,2025-06,16,57
K100068,2025-07,26,70
K100068,2025-08,26,50
K100068,2025-09,19,63
K100068,2025-10,17,53
K100068,2025-11,18,56
K100068,2025-12,22,53
K100069,2024-01,12,35
K100069,2024-02,11,40
K100069,2024-03,26,29
K100069,2024-04,8,32
K100069,2024-05,14,37
K100069,2024-06,15,38
K100069,2024-07,8,34
K100069,2024-08,8,31
K100069,2024-09,8,30
K100069,2024-10,11,35
K100069,2024-11,7,29
K100069,2024-12,12,37
K100069,2025-01,11,36
K100069,2025-02,9,37
K100069,2025-03,12,37
K100069,2025-04,13,33
K100069,2025-05,10,26
K100069,2025-06,11,32
K100069,2025-07,8,33
K100069,2025-08,7,34
K100069,2025-09,11,41
K100069,2025-10,11,28
K100069,2025-11,9,36
K100069,2025-12,14,27
K100070,2024-01,10,41
K100070,2024-02,13,38
K100070,2024-03,17,58
K100070,2024-04,17,36
K100070,2024-05,14,44
K100070,2024-06,17,51
K100070,2024-07,9,47
K100070,2024-08,11,31
K100070,2024-09,8,36
K100070,2024-10,14,38
K100070,2024-11,14,44
K100070,2024-12,17,43
K100070,2025-01,15,39
K100070,2025-02,19,44
K100070,2025-03,10,44
K100070,2025-04,16,48
K100070,2025-05,15,42
K100070,2025-06,18,41
K100070,2025-07,18,42
K100070,2025-08,12,33
K100070,2025-09,8,33
K100070,2025-10,12,31
K100070,2025-11,6,23
K100070,2025-12,11,19
K100071,2024-01,23,33
K100071,2024-02,14,33
K100071,2024-03,14,37
K100071,2024-04,18,36
K100071,2024-05,13,40
K100071,2024-06,10,49
K100071,2024-07,18,49
K100071,2024-08,12,47
K100071,2024-09,11,41
K100071,2024-10,10,33
K100071,2024-11,15,45
K100071,2024-12,16,40
K100071,2025-01,7,35
K100071,2025-02,19,39
K100071,2025-03,19,50
K100071,2025-04,12,44
K100071,2025-05,13,42
K100071,2025-06,15,33
K100071,2025-07,18,34
K100071,2025-08,18,45
K100071,2025-09,11,52
K100071,2025-10,8,52
K100071,2025-11,13,39
K100071,2025-12,14,40
K100072,2024-01,14,57
K100072,2024-02,16,55
K100072,2024-03,18,58
K100072,2024-04,11,63
K100072,2024-05,17,52
K100072,2024-06,25,47
K100072,2024-07,19,55
K100072,2024-08,13,44
K100072,2024-09,15,47
K100072,2024-10,12,52
K100072,2024-11,16,40
K100072,2024-12,14,52
K100072,2025-01,10,47
K100072,2025-02,16,47
K100072,2025-03,20,50
K100072,2025-04,19,40
K100072,2025-05,14,39
K100072,2025-06,16,51
K100072,2025-07,16,47
K100072,2025-08,21,54
K100072,2025-09,14,44
K100072,2025-10,11,54
K100072,2025-11,14,48
K100072,2025-12,17,54
K100073,2024-01,11,34
K100073,2024-02,8,18
K100073,2024-03,14,28
K100073,2024-04,8,30
K100073,2024-05,11,30
K100073,2024-06,12,27
K100073,2024-07,5,21
K100073,2024-08,7,24
K100073,2024-09,8,25
K100073,2024-10,5,28
K100073,2024-11,11,34
K100073,2024-12,9,17
K100073,2025-01,6,22
K100073,2025-02,9,26
K100073,2025-03,10,33
K100073,2025-04,9,42
K100073,2025-05,9,27
K100073,2025-06,10,19
K100073,2025-07,3,45
K100073,2025-08,7,22
K100073,2025-09,11,23
K100073,2025-10,4,32
K100073,2025-11,8,30
K100073,2025-12,9,23
K100074,2024-01,12,34
K100074,2024-02,15,30
K100074,2024-03,16,40
K100074,2024-04,16,32
K100074,2024-05,16,38
K100074,2024-06,10,39
K100074,2024-07,11,38
K100074,2024-08,12,36
K100074,2024-09,13,38
K100074,2024-10,10,35
K100074,2024-11,9,42
K100074,2024-12,12,50
K100074,2025-01,6,33
K100074,2025-02,4,38
K100074,2025-03,10,45
K100074,2025-04,10,48
K100074,2025-05,17,40
K100074,2025-06,14,41
K100074,2025-07,13,30
K100074,2025-08,14,36
K100074,2025-09,14,26
K100074,2025-10,8,30
K100074,2025-11,9,31
K100074,2025-12,11,39
K100075,2024-01,5,17
K100075,2024-02,10,31
K100075,2024-03,3,23
K100075,2024-04,8,23
K100075,2024-05,3,30
K100075,2024-06,3,22
K100075,2024-07,7,25
K100075,2024-08,3,26
K100075,2024-09,6,16
K100075,2024-10,5,21
K100075,2024-11,5,23
K100075,2024-12,8,23
K100075,2025-01,4,26
K100075,2025-02,8,29
K100075,2025-03,4,17
K100075,2025-04,8,25
K100075,2025-05,5,16
K100075,2025-06,3,19
K100075,2025-07,3,18
K100075,2025-08,4,14
K100075,2025-09,3,20
K100075,2025-10,2,23
K100075,2025-11,9,22
K100075,2025-12,9,23
K100076,2024-01,15,47
K100076,2024-02,18,63
K100076,2024-03,29,62
K100076,2024-04,22,50
K100076,2024-05,17,67
K100076,2024-06,26,51
K100076,2024-07,27,54
K100076,2024-08,19,43
K100076,2024-09,19,56
K100076,2024-10,20,47
K100076,2024-11,13,48
K100076,2024-12,20,49
K100076,2025-01,22,45
K100076,2025-02,25,74
K100076,2025-03,18,60
K100076,2025-04,18,55
K100076,2025-05,21,54
K100076,2025-06,20,58
K100076,2025-07,22,65
K100076,2025-08,21,39
K100076,2025-09,14,49
K100076,2025-10,17,42
K100076,2025-11,16,49
K100076,2025-12,25,64
K100077,2024-01,23,60
K100077,2024-02,23,53
K100077,2024-03,26,63
K100077,2024-04,21,51
K100077,2024-05,18,77
K100077,2024-06,18,46
K100077,2024-07,23,57
K100077,2024-08,26,70
K100077,2024-09,15,63
K100077,2024-10,15,40
K100077,2024-11,24,56
K100077,2024-12,14,48
K100077,2025-01,22,71
K100077,2025-02,28,61
K100077,2025-03,17,62
K100077,2025-04,19,54
K100077,2025-05,22,75
K100077,2025-06,17,36
K100077,2025-07,21,59
K100077,2025-08,20,66
K100077,2025-09,18,48
K100077,2025-10,16,68
K100077,2025-11,22,50
K100077,2025-12,24,47
K100078,2024-01,15,46
K100078,2024-02,11,30
K100078,2024-03,13,43
K100078,2024-04,10,34
K100078,2024-05,11,38
K100078,2024-06,12,44
K100078,2024-07,6,36
K100078,2024-08,7,31
K100078,2024-09,12,24
K100078,2024-10,9,24
K100078,2024-11,11,26
K100078,2024-12,11,43
K100078,2025-01,11,41
K100078,2025-02,10,24
K100078,2025-03,14,31
K100078,2025-04,15,47
K100078,2025-05,12,30
K100078,2025-06,8,31
K100078,2025-07,11,28
K100078,2025-08,18,40
K100078,2025-09,12,34
K100078,2025-10,11,38
K100078,2025-11,8,31
K100078,2025-12,14,28
K100079,2024-01,28,71
K100079,2024-02,16,72
K100079,2024-03,14,50
K100079,2024-04,15,43
K100079,2024-05,24,55
K100079,2024-06,16,49
K100079,2024-07,15,44
K100079,2024-08,18,55
K100079,2024-09,17,63
K100079,2024-10,18,38
K100079,2024-11,19,65
K100079,2024-12,18,53
K100079,2025-01,10,43
K100079,2025-02,21,65
K100079,2025-03,21,44
K100079,2025-04,20,51
K100079,2025-05,18,57
K100079,2025-06,19,52
K100079,2025-07,26,47
K100079,2025-08,21,49
K100079,2025-09,16,55
K100079,2025-10,13,48
K100079,2025-11,15,42
K100079,2025-12,9,41
K100080,2024-01,12,28
K100080,2024-02,9,24
K100080,2024-03,9,25
K100080,2024-04,9,24
K100080,2024-05,6,28
K100080,2024-06,10,27
K100080,2024-07,11,20
K100080,2024-08,16,24
K100080,2024-09,7,22
K100080,2024-10,10,33
K100080,2024-11,6,22
K100080,2024-12,6,20
K100080,2025-01,6,26
K100080,2025-02,7,20
K100080,2025-03,6,30
K100080,2025-04,10,33
K100080,2025-05,4,36
K100080,2025-06,2,36
K100080,2025-07,12,31
K100080,2025-08,8,23
K100080,2025-09,5,31
K100080,2025-10,6,18
K100080,2025-11,5,34
K100080,2025-12,14,21
K100081,2024-01,11,51
K100081,2024-02,22,55
K100081,2024-03,10,48
K100081,2024-04,19,49
K100081,2024-05,27,55
K100081,2024-06,23,60
K100081,2024-07,19,48
K100081,2024-08,10,56
K100081,2024-09,11,36
K100081,2024-10,17,54
K100081,2024-11,13,53
K100081,2024-12,11,56
K100081,2025-01,17,58
K100081,2025-02,17,49
K100081,2025-03,25,59
K100081,2025-04,24,66
K100081,2025-05,27,61
K100081,2025-06,34,58
K100081,2025-07,16,49
K100081,2025-08,16,54
K100081,2025-09,22,49
K100081,2025-10,20,60
K100081,2025-11,16,47
K100081,2025-12,15,52
K100082,2024-01,15,55
K100082,2024-02,22,55
K100082,2024-03,11,56
K100082,2024-04,13,42
K100082,2024-05,17,53
K100082,2024-06,20,50
K100082,2024-07,13,52
K100082,2024-08,15,55
K100082,2024-09,13,35
K100082,2024-10,13,52
K100082,2024-11,19,40
K100082,2024-12,10,54
K100082,2025-01,17,46
K100082,2025-02,21,49
K100082,2025-03,15,48
K100082,2025-04,13,55
K100082,2025-05,24,56
K100082,2025-06,21,44
K100082,2025-07,21,58
K100082,2025-08,22,51
K100082,2025-09,10,45
K100082,2025-10,25,50
K100082,2025-11,18,57
K100082,2025-12,13,43
K100083,2024-01,10,41
K100083,2024-02,9,39
K100083,2024-03,21,47
K100083,2024-04,19,40
K100083,2024-05,15,37
K100083,2024-06,15,34
K100083,2024-07,9,43
K100083,2024-08,15,35
K100083,2024-09,14,34
K100083,2024-10,12,40
K100083,2024-11,14,38
K100083,2024-12,9,38
K100083,2025-01,8,41
K100083,2025-02,19,42
K100083,2025-03,18,41
K100083,2025-04,13,43
K100083,2025-05,17,49
K100083,2025-06,13,43
K100083,2025-07,18,49
K100083,2025-08,19,47
K100083,2025-09,7,49
K100083,2025-10,7,30
K100083,2025-11,18,53
K100083,2025-12,13,40
K100084,2024-01,8,32
K100084,2024-02,6,24
K100084,2024-03,5,30
K100084,2024-04,7,29
K100084,2024-05,5,25
K100084,2024-06,5,26
K100084,2024-07,12,25
K100084,2024-08,4,29
K100084,2024-09,3,24
K100084,2024-10,9,30
K100084,2024-11,3,27
K100084,2024-12,8,19
K100084,2025-01,5,18
K100084,2025-02,9,22
K100084,2025-03,6,23
K100084,2025-04,4,29
K100084,2025-05,9,23
K100084,2025-06,9,23
K100084,2025-07,11,25
K100084,2025-08,3,27
K100084,2025-09,5,32
K100084,2025-10,8,23
K100084,2025-11,7,17
K100084,2025-12,6,18
K100085,2024-01,8,37
K100085,2024-02,10,32
K100085,2024-03,8,35
K100085,2024-04,15,30
K100085,2024-05,7,32
K100085,2024-06,9,28
K100085,2024-07,9,24
K100085,2024-08,6,37
K100085,2024-09,11,11
K100085,2024-10,4,27
K100085,2024-11,3,20
K100085,2024-12,8,30
K100085,2025-01,13,32
K100085,2025-02,6,47
K100085,2025-03,5,20
K100085,2025-04,5,34
K100085,2025-05,12,32
K100085,2025-06,15,26
K100085,2025-07,7,22
K100085,2025-08,11,27
K100085,2025-09,14,31
K100085,2025-10,7,28
K100085,2025-11,12,28
K100085,2025-12,9,26
K100086,2024-01,12,24
K100086,2024-02,13,37
K100086,2024-03,16,35
K100086,2024-04,10,25
K100086,2024-05,13,33
K100086,2024-06,7,31
K100086,2024-07,11,38
K100086,2024-08,14,42
K100086,2024-09,10,33
K100086,2024-10,10,28
K100086,2024-11,10,26
K100086,2024-12,14,32
