kunde_id_1,kunde_id_2,relasjon
K100631,K108054,husstand
K132622,K109839,husstand
K122291,K118613,medlaantaker
K130544,K136640,medlaantaker
K130757,K104472,husstand
K131785,K127444,husstand
K137827,K134339,husstand
K139524,K115936,husstand
K122375,K138766,husstand
K115542,K138431,medlaantaker
K125139,K131111,husstand
K105927,K110905,husstand
K133933,K115469,medlaantaker
K126113,K109942,medlaantaker
K132691,K130887,husstand
K100843,K117497,husstand
K129934,K118663,husstand
K118373,K119049,husstand
K137959,K122620,husstand
K122745,K133404,husstand
K132061,K133862,husstand
K133374,K102774,husstand
K135421,K124716,husstand
K117049,K121922,husstand
K123598,K105286,husstand
K135763,K128224,husstand
K126827,K136963,husstand
K122479,K105976,medlaantaker
K138490,K101429,husstand
K104363,K104726,husstand
K112502,K133000,husstand
K102200,K139686,husstand
K118169,K127342,husstand
K121074,K124341,husstand
K107337,K132788,husstand
K114257,K101632,husstand
K119903,K129146,husstand
K113074,K139910,husstand
K101386,K111028,husstand
K125431,K136777,husstand
K108206,K122657,husstand
K104488,K103694,medlaantaker
K102153,K102410,husstand
K118406,K139224,husstand
K125980,K125073,husstand
K132020,K107394,medlaantaker
K105313,K123246,husstand
K119453,K106684,husstand
K139537,K110683,husstand
K127764,K128012,husstand
K126983,K123855,husstand
K108201,K139926,medlaantaker
K128092,K101591,husstand
K113851,K133261,medlaantaker
K120046,K128707,husstand
K134275,K119543,husstand
K116011,K130813,husstand
K110032,K112677,medlaantaker
K125228,K133257,husstand
K131009,K104705,medlaantaker
K135833,K138885,husstand
K111271,K129082,medlaantaker
K131936,K125497,husstand
K107793,K102099,husstand
K116383,K114915,husstand
K120125,K105035,medlaantaker
K122402,K130298,medlaantaker
K112416,K139819,husstand
K110585,K132799,husstand
K102863,K123384,husstand
K122120,K139985,husstand
K137704,K128808,husstand
K118267,K112631,husstand
K114590,K126672,husstand
K100402,K136694,husstand
K138714,K107392,husstand
K118427,K126123,husstand
K118098,K122190,husstand
K104745,K139962,husstand
K138789,K137886,husstand
K131748,K108361,husstand
K134637,K113565,husstand
K132012,K138869,husstand
K107674,K117204,husstand
K116104,K116355,husstand
K125949,K125045,husstand
K116248,K115975,husstand
K113707,K138287,medlaantaker
K106176,K122010,husstand
K101867,K133051,husstand
K103683,K137747,husstand
K137951,K111493,husstand
K133352,K120621,husstand
K109677,K123519,medlaantaker
K135267,K131521,husstand
K100478,K115211,husstand
K109700,K123406,husstand
K100924,K118469,husstand
K111761,K121529,husstand
K134341,K107649,medlaantaker
K137849,K100746,medlaantaker
K105119,K123806,husstand
K136569,K136760,husstand
K133420,K103779,husstand
K119345,K108532,husstand
K118861,K130737,husstand
K135995,K108253,husstand
K132030,K126305,husstand
K117590,K105680,medlaantaker
K135760,K131057,husstand
K128395,K139258,husstand
K136966,K133290,husstand
K103042,K112278,husstand
K125774,K134194,husstand
K122950,K122423,husstand
K139956,K113098,medlaantaker
K110845,K102827,husstand
K138987,K106170,husstand
K132296,K137163,medlaantaker
K110617,K122317,husstand
K119860,K102840,husstand
K139767,K122861,husstand
K125912,K100243,husstand
K109626,K119325,husstand
K107221,K128328,husstand
K127741,K126900,husstand
K114888,K133956,husstand
K125434,K139013,husstand
K105109,K134450,husstand
K117407,K108755,medlaantaker
K105715,K102397,husstand
K138188,K138328,husstand
K132828,K107143,husstand
K134738,K109222,husstand
K107907,K110444,husstand
K133577,K119010,husstand
K100206,K122338,husstand
K131568,K102941,husstand
K120815,K139699,husstand
K106150,K131815,medlaantaker
K111922,K106053,husstand
K103108,K110088,husstand
K128817,K103932,medlaantaker
K106292,K110252,husstand
K102668,K107222,husstand
K115818,K109447,husstand
K101444,K121071,husstand
K104643,K129447,husstand
K106174,K113248,husstand
K104928,K113172,medlaantaker
K137821,K114362,medlaantaker
K119306,K102070,medlaantaker
K126276,K127073,husstand
K133568,K115113,husstand
K129031,K134759,husstand
K120742,K139888,husstand
K108600,K101389,medlaantaker
K119532,K115373,husstand
K139098,K109370,husstand
K114640,K128925,husstand
K132985,K108461,husstand
K138660,K124828,husstand
K104604,K103404,medlaantaker
K129490,K105624,husstand
K112299,K126810,husstand
K123983,K115925,husstand
K128527,K124875,husstand
K128555,K125379,husstand
K106200,K104410,husstand
K112874,K133674,husstand
K132022,K130505,husstand
K129457,K105698,husstand
K135012,K113040,husstand
K124203,K103620,husstand
K110092,K129503,husstand
K100101,K118512,medlaantaker
K105743,K125804,husstand
K103491,K125838,husstand
K130668,K116189,medlaantaker
K134212,K138796,husstand
K130790,K111534,husstand
K125830,K111569,husstand
K120133,K139217,husstand
K114447,K132419,medlaantaker
K139180,K105697,husstand
K138460,K113083,husstand
K123822,K106947,husstand
K117790,K135645,husstand
K120334,K131336,medlaantaker
K112468,K104831,husstand
K135239,K131501,medlaantaker
K114142,K130469,husstand
K127694,K120680,husstand
K100120,K128507,husstand
K113592,K104922,husstand
K131632,K139822,medlaantaker
K122584,K110046,husstand
K109887,K110326,husstand
K132599,K113070,husstand
K135173,K127730,medlaantaker
K131037,K101439,husstand
K136415,K136419,husstand
K118891,K123306,husstand
K104147,K122955,husstand
K133634,K114923,medlaantaker
K109259,K115921,husstand
K109743,K102393,husstand
K114183,K133960,husstand
K126186,K127689,husstand
K117595,K126674,husstand
K125304,K137445,husstand
K130818,K104510,husstand
K135616,K100150,husstand
K136024,K104132,husstand
K113285,K117625,medlaantaker
K131279,K106618,medlaantaker
K131321,K124299,medlaantaker
K100124,K106978,husstand
K121079,K103434,husstand
K121994,K132021,husstand
K100282,K126806,husstand
K125329,K115421,husstand
K115945,K133898,husstand
K119025,K115490,husstand
K114221,K123199,husstand
K113573,K131847,husstand
K122526,K136830,husstand
K122159,K124233,husstand
K117153,K109518,husstand
K123411,K106971,husstand
K122868,K115290,medlaantaker
K131139,K123631,husstand
K116662,K118099,husstand
K138437,K108539,husstand
K137787,K129279,husstand
K138991,K113054,medlaantaker
K120871,K107585,husstand
K123006,K129600,husstand
K100704,K116678,husstand
K127873,K127522,husstand
K115664,K113665,husstand
K126248,K117664,husstand
K134829,K134204,husstand
K113339,K109621,husstand
K109399,K122055,husstand
K127779,K115806,husstand
K132431,K123577,medlaantaker
K100573,K137778,husstand
K134283,K117373,husstand
K130483,K110545,husstand
K118218,K129051,husstand
K139763,K120425,husstand
K132592,K104166,husstand
K103297,K108938,husstand
K124268,K131493,medlaantaker
K102665,K102015,husstand
K103627,K103980,medlaantaker
K116850,K112405,husstand
K139914,K126355,husstand
K119495,K127317,husstand
K114311,K102327,husstand
K104004,K114611,husstand
K106441,K130423,husstand
K107984,K111708,medlaantaker
K127634,K120210,husstand
K106742,K127620,husstand
K121919,K123692,husstand
K103865,K136083,husstand
K103041,K130986,husstand
K109893,K129376,husstand
K128391,K102649,husstand
K131884,K118214,husstand
K100499,K111240,medlaantaker
K137236,K108161,husstand
K108760,K109038,husstand
K114399,K135080,husstand
K112504,K129558,medlaantaker
K118993,K127575,husstand
K137779,K123289,medlaantaker
K114925,K136297,medlaantaker
K133234,K108404,husstand
K128735,K133438,medlaantaker
K131123,K102911,husstand
K110567,K116745,husstand
K109110,K128533,husstand
K105186,K105798,husstand
K136720,K103270,husstand
K128452,K114145,husstand
K130522,K119978,husstand
K101479,K132634,husstand
K116518,K138294,husstand
K113659,K120901,husstand
K104084,K109067,husstand
K125366,K128485,husstand
K124837,K134396,husstand
K131312,K133531,husstand
K112798,K119555,medlaantaker
K125711,K124236,husstand
K105534,K134303,husstand
K136180,K120804,medlaantaker
K126310,K122761,husstand
K132243,K139078,husstand
K115787,K136064,husstand
K139387,K102320,husstand
K129922,K110196,husstand
K106944,K129350,husstand
K123042,K103559,husstand
K127938,K117469,husstand
K107835,K118268,husstand
K132630,K135119,husstand
K105306,K124683,medlaantaker
K122967,K114465,husstand
K125330,K119891,medlaantaker
K128529,K126114,medlaantaker
K100762,K136846,medlaantaker
K101536,K122911,husstand
K110010,K116934,husstand
K139441,K134429,husstand
K129651,K110107,husstand
K103963,K123103,medlaantaker
K110930,K114544,husstand
K105725,K110900,husstand
K107016,K113833,medlaantaker
K103644,K104951,husstand
K113147,K134831,husstand
K113367,K108738,medlaantaker
K118804,K120035,medlaantaker
K133607,K112832,medlaantaker
K127491,K134424,husstand
K121011,K124066,husstand
K100980,K118153,husstand
K113227,K121929,husstand
K109443,K110740,husstand
K122452,K136516,husstand
K124115,K119226,husstand
K100547,K127651,medlaantaker
K105740,K123889,husstand
K119287,K128832,husstand
K114841,K126054,husstand
K113181,K132315,husstand
K132952,K112900,husstand
K113667,K102688,husstand
K102886,K111461,husstand
K117453,K101313,husstand
K119857,K114613,husstand
K111061,K108371,husstand
K105070,K137541,husstand
K103312,K138298,husstand
K122036,K124818,medlaantaker
K117064,K112592,husstand
K120927,K131654,husstand
K139751,K100920,husstand
K102810,K116689,husstand
K114393,K115127,husstand
K133511,K112559,husstand
K134419,K108127,husstand
K125116,K114776,husstand
K115560,K108717,husstand
K118840,K125918,husstand
K122651,K118323,husstand
K136368,K118129,husstand
K127545,K130979,husstand
K135151,K120968,husstand
K101555,K128568,husstand
K108915,K122893,husstand
K103936,K135154,husstand
K123319,K116058,medlaantaker
K128242,K130327,medlaantaker
K129364,K105612,husstand
K101460,K135593,husstand
K111628,K132213,medlaantaker
K101466,K129768,husstand
K133640,K125373,husstand
K136501,K114738,husstand
K121605,K106854,husstand
K121752,K133564,medlaantaker
K103421,K101542,husstand
K130899,K112075,husstand
K107249,K106710,husstand
K108402,K128608,husstand
K105122,K109786,husstand
K107141,K105787,husstand
K110892,K104509,husstand
K103648,K134587,husstand
K123409,K138223,medlaantaker
K102208,K106285,husstand
K139156,K121094,husstand
K102538,K110641,husstand
K115187,K108314,husstand
K116837,K132951,husstand
K104141,K120108,husstand
K109478,K118276,husstand
K124205,K136842,husstand
K125244,K122566,husstand
K119167,K133774,medlaantaker
K136711,K103744,husstand
K124594,K120975,husstand
K138387,K122486,husstand
K105791,K136887,husstand
K124998,K125148,husstand
K106279,K138212,husstand
K117470,K106356,husstand
K108252,K134299,medlaantaker
K115180,K101738,husstand
K127083,K121481,husstand
K139731,K126685,husstand
K109196,K107859,husstand
K120093,K113165,medlaantaker
K119821,K138974,husstand
K120786,K137589,husstand
K106735,K112593,husstand
K138743,K131727,husstand
K106212,K116141,husstand
K112176,K105396,husstand
K126849,K137676,medlaantaker
K122002,K113302,medlaantaker
K104072,K120208,husstand
K108303,K133118,husstand
K101892,K136054,husstand
K115678,K126563,husstand
K102126,K138630,husstand
K117882,K100160,husstand
K124260,K123722,husstand
K102873,K115503,husstand
K111365,K107504,husstand
K110027,K103251,medlaantaker
K128123,K105121,husstand
K112807,K116051,husstand
K111299,K105299,husstand
K126937,K124825,husstand
K106381,K134035,husstand
K133186,K108138,husstand
K114383,K131747,husstand
K121788,K128543,husstand
K120803,K138290,husstand
K123739,K122976,husstand
K102995,K127426,husstand
K106588,K113012,husstand
K125411,K131080,medlaantaker
K119954,K112363,husstand
K104385,K108016,medlaantaker
K120995,K102937,husstand
K107526,K134646,husstand
K126975,K131230,husstand
K107178,K137454,medlaantaker
K106040,K127898,husstand
K119272,K126129,husstand
K136892,K122910,husstand
K124596,K134794,medlaantaker
K109386,K104595,husstand
K115020,K113046,husstand
K111586,K104599,medlaantaker
K106818,K135297,husstand
K115777,K104115,medlaantaker
K132907,K135350,husstand
K124134,K108782,husstand
K134705,K105979,medlaantaker
K132741,K138765,medlaantaker
K119044,K113864,husstand
K126942,K109233,husstand
K113829,K115294,husstand
K111353,K109994,husstand
K104313,K101312,husstand
K100127,K102035,husstand
K114454,K129891,husstand
K119208,K124042,husstand
K100614,K108887,husstand
K133827,K125608,husstand
K101180,K106393,husstand
K123568,K103525,husstand
K123073,K101485,husstand
K100135,K120196,husstand
K114099,K110923,medlaantaker
K108858,K105343,medlaantaker
K108267,K110509,husstand
K106909,K132620,husstand
K102491,K123448,medlaantaker
K137854,K101961,medlaantaker
K126702,K118619,husstand
K109752,K113916,husstand
K125080,K130857,husstand
K111814,K113055,husstand
K100946,K101341,husstand
K108013,K137337,husstand
K130602,K137961,husstand
K134482,K103341,husstand
K123574,K107798,husstand
K109813,K110578,medlaantaker
K123569,K123463,medlaantaker
K138222,K119570,husstand
K101855,K100822,husstand
K121441,K108113,husstand
K113457,K104352,husstand
K110642,K111042,medlaantaker
K121238,K113267,husstand
K129742,K105987,medlaantaker
K112910,K130433,husstand
K103720,K103383,husstand
K138440,K100070,husstand
K138838,K132079,medlaantaker
K129028,K128905,husstand
K111952,K102574,husstand
K122344,K107359,husstand
K136839,K109122,husstand
K127298,K126285,husstand
K123608,K117641,medlaantaker
K120665,K112181,husstand
K115235,K123271,husstand
K137864,K104557,husstand
K137625,K111330,husstand
K111321,K121346,husstand
K110582,K113847,medlaantaker
K103713,K107360,husstand
K128013,K107197,medlaantaker
K121382,K119255,husstand
K119587,K113813,husstand
K137351,K115191,husstand
K120942,K118135,husstand
K133397,K103014,husstand
K120240,K119068,husstand
K130308,K136154,medlaantaker
K126871,K136224,husstand
K134160,K103946,husstand
K129309,K116314,husstand
K129083,K136302,husstand
K108082,K101090,husstand
K134022,K108988,husstand
K114397,K130532,medlaantaker
K109071,K104261,husstand
K107310,K102578,husstand
K119783,K122551,husstand
K132916,K132949,husstand
K114593,K115474,husstand
K102074,K110583,husstand
K125266,K127983,husstand
K134005,K138601,medlaantaker
K118926,K101426,medlaantaker
K129227,K123981,husstand
K105733,K134039,husstand
K100629,K112659,husstand
K130885,K125184,husstand
K103625,K126314,husstand
K113449,K129394,husstand
K104588,K131104,medlaantaker
K108362,K123635,husstand
K107292,K131265,husstand
K123769,K102796,husstand
K137559,K128276,husstand
K137801,K115748,husstand
K133487,K120286,husstand
K131067,K101055,husstand
K103273,K134715,medlaantaker
K123109,K105340,husstand
K127921,K114450,husstand
K101956,K127643,husstand
K127390,K130219,medlaantaker
K102566,K127125,husstand
K103086,K112820,husstand
K134467,K115425,husstand
K131241,K109265,husstand
K102488,K119214,husstand
K119417,K111038,husstand
K138225,K139681,husstand
K137069,K115163,husstand
K121233,K107658,husstand
K100461,K139669,husstand
K135527,K124500,husstand
K115297,K115083,husstand
K109026,K135057,husstand
K126164,K132259,husstand
K132107,K129565,husstand
K118551,K129520,medlaantaker
K100938,K124462,medlaantaker
K124648,K125996,husstand
K139163,K125066,medlaantaker
K128820,K106967,husstand
K108745,K110825,husstand
K135758,K117988,medlaantaker
K117780,K127839,husstand
K124466,K134523,husstand
K127609,K125871,husstand
K121472,K132515,medlaantaker
K111590,K125029,husstand
K122210,K107623,husstand
K125610,K103895,husstand
K102842,K100576,husstand
K122598,K100249,husstand
K138551,K120360,husstand
K132697,K113761,medlaantaker
K118326,K102934,husstand
K132768,K103645,husstand
K132911,K121269,husstand
K119367,K104544,medlaantaker
K118961,K117008,husstand
K110430,K110280,husstand
K124068,K112286,husstand
K131675,K115439,husstand
K127975,K130283,husstand
K127492,K117992,husstand
K133757,K138169,husstand
K127489,K115016,medlaantaker
K138098,K103095,husstand
K103968,K117315,medlaantaker
K132137,K117464,medlaantaker
K118528,K136740,husstand
K123990,K124627,husstand
K139075,K110478,husstand
K128570,K136593,husstand
K126486,K137062,husstand
K125483,K116650,husstand
K100476,K118688,medlaantaker
K121253,K111634,medlaantaker
K104766,K136982,husstand
K131485,K130448,husstand
K119300,K131855,husstand
K121305,K114338,husstand
K114309,K125195,husstand
K136722,K136214,husstand
K133424,K106551,husstand
K107880,K119993,husstand
K107601,K126214,husstand
K132329,K123127,husstand
K139029,K119362,medlaantaker
K118966,K139957,husstand
K104109,K115718,medlaantaker
K113177,K100446,husstand
K126823,K118078,husstand
K127281,K116116,husstand
K119376,K112785,husstand
K114786,K123705,husstand
K120251,K126745,husstand
K129567,K104607,husstand
K137304,K133171,husstand
K117013,K110391,husstand
K124864,K110765,husstand
K118950,K127972,medlaantaker
K129961,K104409,husstand
K137288,K104868,husstand
K128393,K118519,medlaantaker
K112302,K138706,husstand
K133878,K126522,husstand
K106999,K104350,husstand
K139705,K130772,husstand
K110663,K124604,medlaantaker
K128574,K108151,husstand
K103814,K110593,husstand
K138891,K136598,medlaantaker
K138950,K111734,husstand
K119794,K139399,husstand
K130344,K102880,medlaantaker
K112284,K139391,husstand
K138484,K134083,husstand
K105235,K123974,husstand
K112739,K139401,medlaantaker
K115125,K137740,husstand
K113193,K119234,husstand
K134879,K126396,husstand
K120302,K128595,husstand
K114220,K129132,husstand
K137451,K128906,husstand
K105221,K116804,husstand
K121485,K112494,medlaantaker
K103252,K133502,husstand
K105878,K113081,husstand
K115292,K102123,husstand
K106258,K131659,husstand
K105477,K136876,husstand
K130906,K115573,husstand
K128826,K119037,husstand
K129531,K134830,husstand
K111142,K101198,husstand
K131749,K124192,husstand
K126939,K103335,husstand
K127721,K136215,husstand
K103623,K116437,husstand
K113369,K101158,medlaantaker
K118124,K137912,husstand
K131132,K125739,husstand
K102464,K138479,husstand
K131150,K104967,husstand
K134913,K107224,husstand
K108118,K137596,husstand
K102191,K132338,husstand
K115017,K109348,husstand
K134627,K138784,husstand
K112390,K110503,husstand
K138368,K137406,husstand
K138760,K109939,medlaantaker
K105902,K105503,medlaantaker
K138374,K105025,husstand
K119305,K109806,husstand
K127474,K114132,husstand
K128212,K116031,husstand
K122477,K106976,husstand
K113102,K135765,husstand
K133237,K104630,husstand
K111297,K130306,husstand
K113226,K134533,husstand
K131140,K105443,husstand
K125198,K134519,husstand
K101126,K115052,husstand
K124805,K100036,husstand
K115758,K108797,medlaantaker
K119171,K137936,husstand
K117274,K105788,husstand
K120924,K133509,medlaantaker
K101897,K122171,husstand
K139577,K102148,husstand
K110037,K128337,husstand
K138568,K111896,medlaantaker
K138788,K105041,husstand
K114875,K102053,husstand
K130614,K139675,husstand
K136578,K127383,husstand
K111624,K115328,husstand
K114231,K132491,medlaantaker
K125815,K123159,medlaantaker
K135738,K112290,husstand
K113477,K107456,husstand
K136889,K108157,husstand
K117229,K122060,husstand
K102334,K139476,husstand
K123987,K134349,husstand
K117671,K131506,medlaantaker
K122238,K117708,husstand
K123559,K136367,husstand
K132495,K107730,husstand
K106108,K110723,husstand
K109439,K128434,husstand
K105215,K128621,husstand
K134389,K121031,husstand
K139842,K125113,husstand
K103530,K132466,husstand
K100028,K127641,medlaantaker
K114324,K107708,husstand
K111568,K101530,husstand
K137399,K114143,husstand
K112458,K132586,husstand
K130690,K104757,husstand
K134414,K125618,husstand
K122588,K120643,husstand
K135381,K106522,husstand
K135753,K135834,husstand
K135468,K107939,husstand
K135424,K112234,husstand
K101335,K115201,husstand
K131920,K109240,husstand
K117543,K133547,husstand
K124473,K111119,husstand
K116853,K139004,husstand
K100533,K138349,husstand
K113998,K130908,medlaantaker
K109596,K118023,husstand
K117022,K123266,husstand
K119133,K127182,husstand
K121682,K139775,husstand
K129248,K134462,medlaantaker
K104498,K105493,husstand
K122276,K126497,medlaantaker
K135378,K139261,husstand
K123714,K126150,husstand
K135077,K136615,husstand
K116593,K121230,medlaantaker
K138166,K128211,husstand
K126028,K135878,medlaantaker
K139122,K135660,husstand
K124377,K101770,husstand
K127673,K139369,husstand
K137757,K106138,medlaantaker
K116157,K106867,husstand
K110627,K106873,husstand
K112258,K120885,husstand
K117807,K132849,husstand
K107588,K123535,husstand
K106937,K132775,husstand
K117588,K121712,husstand
K117933,K130359,husstand
K113699,K116358,husstand
K114557,K130444,husstand
K100054,K120407,medlaantaker
K118633,K134416,medlaantaker
K111301,K131462,husstand
K135437,K111405,husstand
K111897,K121211,medlaantaker
K127631,K113768,husstand
K139658,K134799,husstand
K101759,K109944,medlaantaker
K102160,K106758,husstand
K128189,K125260,medlaantaker
K122201,K107765,husstand
K125595,K122559,medlaantaker
K131644,K138893,husstand
K105627,K135573,medlaantaker
K103362,K127956,husstand
K111784,K100153,husstand
K139038,K129475,husstand
K117792,K126014,husstand
K118301,K102195,husstand
K103082,K130032,husstand
K132673,K125151,husstand
K109630,K118648,husstand
K119464,K131303,husstand
K102864,K113561,medlaantaker
K137397,K121667,husstand
K119271,K135675,husstand
K107503,K134369,medlaantaker
K133865,K102318,husstand
K106475,K112710,husstand
K118514,K102207,medlaantaker
K132971,K122319,husstand
K120404,K105467,husstand
K125092,K128458,husstand
K127521,K137830,husstand
K128465,K118772,medlaantaker
K117528,K117946,medlaantaker
K108715,K113575,husstand
K130006,K112220,husstand
K113782,K120301,medlaantaker
K101007,K119299,husstand
K129725,K134434,husstand
K120852,K135092,husstand
K112280,K110373,medlaantaker
K131565,K134224,husstand
K114856,K109374,husstand
K121615,K129637,husstand
K113029,K113051,husstand
K131184,K102186,husstand
K126993,K111033,husstand
K117448,K117955,husstand
K108694,K100742,husstand
K108302,K137592,husstand
K129659,K129334,husstand
K121837,K106866,husstand
K139397,K137732,husstand
K127394,K122411,husstand
K134500,K115045,medlaantaker
K105646,K124622,husstand
K123935,K134451,husstand
K113032,K128411,husstand
K113779,K115152,husstand
K105175,K118568,medlaantaker
K111810,K101382,husstand
K121237,K109583,husstand
K122783,K100645,husstand
K109103,K121414,husstand
K105448,K105163,husstand
K128085,K133660,husstand
K103276,K133423,medlaantaker
K119547,K100171,husstand
K100729,K103807,husstand
K136633,K121461,medlaantaker
K130149,K119101,husstand
K121541,K137264,medlaantaker
K138586,K122769,husstand
K132460,K136421,husstand
K105850,K101537,husstand
K132645,K110947,husstand
K131261,K137537,husstand
K130266,K100589,husstand
K121729,K104146,husstand
K138907,K127798,medlaantaker
K122247,K121670,husstand
K104345,K135382,husstand
K113581,K123757,husstand
K131204,K129979,husstand
K112521,K122017,medlaantaker
K135583,K137040,medlaantaker
K130721,K114792,medlaantaker
K120230,K110394,medlaantaker
K129252,K129463,husstand
K132337,K116544,husstand
K124618,K131930,husstand
K105833,K124876,husstand
K113033,K126513,husstand
K103100,K106321,husstand
K111143,K101634,husstand
K132749,K132128,husstand
K131252,K125901,husstand
K105423,K108341,husstand
K127861,K107806,husstand
K126446,K114009,husstand
K116929,K100344,husstand
K116305,K106986,husstand
K130884,K139032,husstand
K137213,K108643,husstand
K108596,K117162,medlaantaker
K115340,K125056,medlaantaker
K125914,K136401,husstand
K106923,K120084,husstand
K112873,K108172,husstand
K139166,K125065,husstand
K139955,K109631,husstand
K114063,K110498,medlaantaker
K124803,K112219,husstand
K123913,K132743,husstand
K110842,K131838,husstand
K122379,K136130,husstand
K137930,K124022,husstand
K130411,K111372,husstand
K108531,K124554,husstand
K133622,K127123,medlaantaker
K136582,K123854,husstand
K103890,K111417,husstand
K109531,K136926,husstand
K131330,K127887,husstand
K121092,K104406,husstand
K103484,K125155,husstand
K105549,K100808,husstand
K112384,K111756,husstand
K121281,K112718,medlaantaker
K128763,K100761,medlaantaker
K121447,K101049,husstand
K128229,K113938,husstand
K124541,K103242,husstand
K116210,K101682,husstand
K133304,K110407,husstand
K111772,K110321,husstand
K112007,K129700,husstand
K137165,K118113,husstand
K124671,K113167,husstand
K115563,K105773,medlaantaker
K111764,K104941,husstand
K132902,K118902,medlaantaker
K126313,K118717,husstand
K113738,K104791,husstand
K122689,K109392,medlaantaker
K139132,K115337,husstand
K115672,K109263,husstand
K122219,K138778,husstand
K123794,K138277,husstand
K117083,K112753,husstand
K118337,K105978,husstand
K116032,K117356,husstand
K138120,K125749,husstand
K112457,K124669,husstand
K119198,K100626,husstand
K135853,K128162,husstand
K132772,K121954,husstand
K130907,K137224,husstand
K103300,K101081,husstand
K125276,K128803,husstand
K119050,K107583,husstand
K110121,K137106,husstand
K128616,K135619,husstand
K112376,K137374,husstand
K124514,K114092,husstand
K135984,K130132,husstand
K136716,K126798,husstand
K137210,K123294,husstand
K122076,K137763,husstand
K107309,K107848,husstand
K138245,K124445,husstand
K101005,K126894,husstand
K132017,K115122,medlaantaker
K138422,K139292,husstand
K123122,K115418,husstand
K122638,K103661,husstand
K117743,K130555,husstand
K138829,K119099,husstand
K132418,K139231,medlaantaker
K122184,K137428,husstand
K135376,K124028,husstand
K111083,K138194,husstand
K106759,K137074,husstand
K100856,K138966,husstand
K108344,K101378,husstand
K119113,K126973,husstand
K119144,K129818,husstand
K126764,K127763,husstand
K132656,K120090,medlaantaker
K131851,K134260,medlaantaker
K106241,K117399,husstand
K102534,K135065,husstand
K124652,K101314,husstand
K103008,K107593,medlaantaker
K134486,K112320,husstand
K116402,K113435,medlaantaker
K115910,K117811,husstand
K121159,K131390,husstand
K116622,K100941,medlaantaker
K101029,K126967,husstand
K133003,K101002,husstand
K110322,K120780,husstand
K136017,K117674,husstand
K113244,K116077,husstand
K105891,K121936,husstand
K103368,K113289,husstand
K107906,K104380,husstand
K110402,K100955,husstand
K101620,K118156,husstand
K102402,K129002,husstand
K132081,K117960,husstand
K115896,K136745,husstand
K114187,K102892,husstand
K106147,K136970,husstand
K111640,K112791,medlaantaker
K120209,K117678,husstand
K134086,K135217,husstand
K126277,K111918,husstand
K125171,K120973,medlaantaker
K101047,K123420,medlaantaker
K126079,K120838,husstand
K113009,K139323,husstand
K129349,K121774,husstand
K113543,K125562,husstand
K113872,K127294,medlaantaker
K130988,K128215,husstand
K115557,K113321,husstand
K118199,K103199,husstand
K121768,K130633,husstand
K128642,K121212,husstand
K128190,K116298,husstand
K131991,K137711,medlaantaker
K116894,K103616,medlaantaker
K116362,K132933,medlaantaker
K117355,K101992,husstand
K130012,K124724,husstand
K116753,K111393,husstand
K125001,K111535,husstand
K101778,K119407,husstand
K123331,K111991,husstand
K121613,K114847,husstand
K124398,K101354,husstand
K116526,K137014,husstand
K109268,K111136,husstand
K109765,K117003,husstand
K106899,K126747,medlaantaker
K106804,K129148,medlaantaker
K114478,K126594,husstand
K134343,K122207,husstand
K113149,K103572,husstand
K103319,K111660,medlaantaker
K108047,K137339,medlaantaker
K112915,K106822,medlaantaker
K118449,K139340,medlaantaker
K102694,K107263,husstand
K121106,K111203,husstand
K124508,K124762,husstand
K106148,K134046,husstand
K118606,K136430,husstand
K103372,K112291,husstand
K134814,K129674,husstand
K133771,K123001,husstand
K109960,K134103,medlaantaker
K103524,K134901,husstand
K115393,K102818,husstand
K106143,K139507,husstand
K126555,K109696,husstand
K129851,K126205,husstand
K136086,K137746,husstand
K125687,K109403,medlaantaker
K111870,K108010,husstand
K115346,K136098,husstand
K118565,K113710,medlaantaker
K122458,K123053,husstand
K124275,K132563,husstand
K115939,K133218,husstand
K112264,K119772,medlaantaker
K127288,K136647,husstand
K110690,K139265,medlaantaker
K110581,K128700,husstand
K137742,K115938,husstand
K123079,K105478,husstand
K124126,K115962,husstand
K119675,K116922,medlaantaker
K102801,K109995,husstand
K128451,K112522,husstand
K131091,K103802,husstand
K133930,K136184,husstand
K129203,K109624,husstand
K115692,K127196,husstand
K136303,K139363,husstand
K135996,K109385,husstand
K118217,K127700,medlaantaker
K136116,K113039,medlaantaker
K119490,K124573,husstand
K118722,K103725,husstand
K129802,K116513,medlaantaker
K120550,K132167,husstand
K123290,K125492,husstand
K100925,K109108,husstand
K131956,K125456,husstand
K127496,K136509,husstand
K127503,K108522,medlaantaker
K121100,K109053,husstand
K126870,K107248,husstand
K129485,K126238,husstand
K113523,K133961,husstand
K125814,K130080,husstand
K131074,K118846,medlaantaker
K109271,K128299,husstand
K123121,K127851,husstand
K100147,K124511,husstand
K125401,K116801,medlaantaker
K121205,K123474,medlaantaker
K123035,K122333,husstand
K117165,K136351,medlaantaker
K110047,K100884,husstand
K100860,K137674,husstand
K124391,K106219,husstand
K108550,K117472,medlaantaker
K107243,K116665,husstand
K110366,K128938,husstand
K114990,K119748,husstand
K110468,K104058,husstand
K123115,K105330,husstand
K122018,K126073,husstand
K112993,K133484,medlaantaker
K114445,K126169,medlaantaker
K139157,K117839,medlaantaker
K137289,K115451,husstand
K102003,K131767,husstand
