kunde_id;alder;fylke;kundeforhold_aar;antall_produkter;antall_produkter_naa;har_kundeprogram;laanebalanse;rente_boliglaan;innskudd;raadgiversamtaler_12mnd;avslutningsgebyr;avgang_6mnd
K103639;24,0;Vestfold;1,9;1;1;Nei;1319000,0;5,77;137500,0;0;;0
K135359;61,0;Rogaland;1,6;6;6;nei;2892000,0;5,48;169300,0;0;;0
K132797;71,0;Rogaland;9,9;6;6;ja;877000,0;5,59;717100,0;1;;0
K133332;48,0;Telemark;3,8;6;6;nei;0,0;;214900,0;0;;0
K108756;47,0;Rogaland;2,7;4;3;nei;4417000,0;4,74;121900,0;0;;0
K107231;63,0;Vestfold;1,2;4;4;Nei;1773000,0;5,96;132300,0;0;;0
K128037;57,0;Vestfold;0,2;3;3;ja;2761000,0;5,58;86700,0;0;;0
K117600;60,0;Agder;22,6;1;1;JA;0,0;;31800,0;0;;0
K118116;80,0;Agder;10,4;2;2;Ja;0,0;;11900,0;0;;0
K128575;49,0;Rogaland;6,5;4;4;0;0,0;;143700,0;0;;0
K104455;86,0;Agder;4,2;3;3;Nei;5863000,0;5,27;62400,0;1;;0
K102470;39,0;Agder;8,2;7;7;1;3615000,0;5,9;534800,0;0;;0
K121661;56,0;Telemark;0,5;3;1;JA;0,0;;42500,0;1;1427,0;1
K109577;71,0;Agder;1,5;4;4;ja;2037000,0;5,29;53500,0;0;;0
K119606;58,0;Agder;2,2;3;4;JA;0,0;;32200,0;0;;0
K117399;30,0;Rogaland;0,9;4;3;JA;2127000,0;5,77;217000,0;1;624,0;1
K129156;50,0;Agder;2,0;4;4;JA;1541000,0;5,47;74000,0;0;;0
K109690;55,0;Telemark;4,8;3;3;ja;1787000,0;5,54;54000,0;0;;0
K133425;44,0;Rogaland;0,7;4;4;nei;3175000,0;5,21;233100,0;2;;0
K139474;55,0;Rogaland;0,2;5;5;Nei;0,0;;391300,0;2;;0
K102173;;Vestland;18,9;2;2;Ja;0,0;;90900,0;0;;0
K124943;62,0;Vestland;2,2;1;1;nei;3600000,0;5,39;220700,0;0;;0
K132112;50,0;Rogaland;17,0;7;7;1;0,0;;79400,0;1;;0
K127034;28,0;Rogaland;13,9;2;2;0;0,0;;68100,0;0;;0
K119541;65,0;Rogaland;26,4;4;2;nei;1410000,0;5,65;271700,0;0;1288,0;1
K116865;33,0;Agder;1,8;4;4;nei;0,0;;82300,0;0;;0
K102272;56,0;Telemark;12,3;4;4;0;0,0;;1397400,0;1;;0
K129687;78,0;Agder;4,8;7;7;0;0,0;;139900,0;0;;0
K111967;56,0;Telemark;3,9;3;3;Ja;979000,0;5,08;83600,0;2;;0
K115399;18,0;Oslo;1,7;3;1;Ja;1399000,0;5,88;64800,0;1;793,0;1
K109672;46,0;Telemark;0,4;3;3;1;0,0;;90000,0;1;;0
K125031;32,0;Vestfold;2,2;6;6;ja;1486000,0;5,14;74300,0;0;;0
K136136;42,0;Oslo;22,8;1;1;nei;3250000,0;5,9;89600,0;1;;0
K135209;39,0;Rogaland;13,9;8;7;1;1577000,0;5,52;598200,0;0;;0
K118054;68,0;Rogaland;5,2;6;6;0;0,0;;77000,0;0;;0
K110679;45,0;Rogaland;1,3;2;2;JA;4602000,0;5,26;234900,0;0;;0
K139049;18,0;Agder;2,5;5;5;ja;0,0;;125600,0;0;;0
K105152;47,0;Rogaland;37,2;1;1;ja;1058000,0;5,27;239400,0;0;;0
K128689;26,0;Rogaland;15,3;4;4;0;3491000,0;5,72;383700,0;0;;0
K108901;22,0;Agder;3,4;3;3;1;4166000,0;4,77;43700,0;0;;0
K104030;26,0;Vestfold;5,6;2;2;1;0,0;;15800,0;0;;0
K105585;49,0;Rogaland;18,7;3;3;1;0,0;;372400,0;0;;0
K133461;;Vestfold;15,0;4;4;Ja;1207000,0;5,6;393800,0;0;;0
K125337;68,0;Oslo;3,9;4;4;JA;6938000,0;5,76;245400,0;1;;0
K132680;40,0;Vestfold;5,7;3;3;Nei;2958000,0;5,41;23200,0;0;;0
K109191;18,0;Rogaland;4,4;1;1;0;3719000,0;5,43;104700,0;0;;0
K136092;48,0;Telemark;10,0;6;6;Nei;2740000,0;5,74;169400,0;1;;0
K107084;60,0;Vestland;0,3;2;2;JA;0,0;;229600,0;0;;0
K129938;44,0;Vestfold;3,0;4;4;ja;0,0;;281600,0;0;;0
K108910;58,0;Vestfold;2,8;4;4;nei;0,0;;116000,0;1;;0
K131530;47,0;Agder;19,8;3;3;Nei;3453000,0;5,5;48000,0;1;;0
K137426;;Rogaland;4,8;3;3;1;1015000,0;5,31;230300,0;0;;0
K121815;30,0;Vestland;1,4;3;3;nei;0,0;;220100,0;1;;0
K115762;82,0;Rogaland;3,4;4;4;nei;3644000,0;5,22;106100,0;0;;0
K134447;35,0;Oslo;39,5;3;3;Nei;0,0;;802300,0;0;;0
K139498;38,0;Rogaland;3,7;3;3;nei;0,0;;762500,0;0;;0
K114109;38,0;Telemark;3,9;4;5;JA;0,0;;777400,0;0;;0
K102586;47,0;Telemark;1,8;5;4;Nei;2309000,0;5,6;1060900,0;0;1309,0;1
K108891;58,0;Vestfold;9,5;4;4;0;2094000,0;5,35;113100,0;0;;0
K119001;32,0;Agder;0,2;5;5;JA;0,0;;136200,0;0;;0
K120497;52,0;Oslo;4,0;3;3;nei;3046000,0;5,35;250800,0;0;;0
K114701;55,0;Agder;21,8;1;1;nei;0,0;;262400,0;1;;0
K117020;57,0;Agder;4,5;1;1;JA;0,0;;55300,0;0;;0
K104718;51,0;Vestfold;0,2;2;2;ja;2844000,0;5,69;26300,0;0;;0
K112089;20,0;Rogaland;12,4;6;7;JA;0,0;;98500,0;0;;0
K120990;;Rogaland;1,2;2;2;ja;490000,0;6,35;454600,0;1;;0
K122172;49,0;Rogaland;7,1;2;2;Nei;0,0;;433200,0;0;;0
K129999;34,0;Rogaland;3,6;5;5;Ja;3685000,0;5,68;15800,0;0;;0
K132269;26,0;Vestfold;15,1;3;4;0;3254000,0;5,52;46400,0;0;;0
K118149;87,0;Telemark;8,0;2;2;nei;2708000,0;5,89;131000,0;0;;0
K127100;;Rogaland;10,9;3;3;Nei;0,0;;22900,0;0;;0
K125050;52,0;Telemark;11,7;3;3;Nei;1533000,0;5,89;43000,0;2;;0
K112399;;Telemark;6,5;5;5;JA;3756000,0;5,38;111400,0;2;;0
K113697;45,0;Rogaland;1,7;6;6;0;0,0;;82500,0;1;;0
K110464;88,0;Rogaland;4,1;2;2;1;0,0;;175700,0;0;;0
K126212;57,0;Rogaland;30,5;4;4;JA;0,0;;1113100,0;0;;0
K105397;65,0;Vestfold;2,5;2;2;Nei;1119000,0;5,55;73100,0;0;;0
K127739;58,0;Telemark;12,1;4;4;0;2049000,0;5,23;638700,0;1;;0
K136467;47,0;Agder;1,2;4;4;nei;2616000,0;4,91;446700,0;0;;0
K136211;71,0;Rogaland;30,1;1;1;ja;0,0;;28300,0;0;;0
K125002;46,0;Agder;5,7;2;2;ja;0,0;;153000,0;1;;0
K100913;36,0;Rogaland;5,4;3;2;Nei;1507000,0;5,43;118500,0;1;;0
K122018;36,0;Rogaland;14,8;2;1;Nei;1602000,0;5,26;165600,0;0;;0
K101848;40,0;Rogaland;28,4;3;3;JA;0,0;;72900,0;0;;0
K119788;22,0;Rogaland;12,1;3;3;0;0,0;;77800,0;0;;0
K101022;53,0;Agder;7,2;4;4;0;1660000,0;5,2;43000,0;0;;0
K113352;28,0;Telemark;1,3;2;2;nei;0,0;;104900,0;0;;0
K121274;18,0;Telemark;14,3;2;1;ja;3485000,0;5,62;7500,0;0;1149,0;1
K103583;45,0;Rogaland;5,8;2;0;nei;4625000,0;5,74;65400,0;0;989,0;1
K138527;18,0;Agder;0,5;1;1;ja;1601000,0;5,06;34200,0;0;;0
K121680;70,0;Agder;3,9;2;2;Nei;2282000,0;5,25;121700,0;0;;0
K105526;53,0;Agder;4,3;5;5;1;2364000,0;5,59;54600,0;0;;0
K133276;51,0;Vestland;9,4;4;4;Nei;2203000,0;5,03;16200,0;2;;0
K137759;46,0;Rogaland;13,4;6;6;Nei;2206000,0;5,05;115100,0;0;;0
K111842;33,0;Rogaland;6,7;4;4;nei;0,0;;309200,0;0;;0
K114534;65,0;Oslo;1,1;3;3;1;1124000,0;5,14;330400,0;0;;0
K131171;49,0;Vestfold;0,3;2;2;JA;4674000,0;4,87;87300,0;0;;0
K128164;63,0;Rogaland;7,6;7;6;Nei;2679000,0;5,01;288500,0;0;;0
K123121;53,0;Telemark;11,8;3;3;0;3214000,0;5,3;114300,0;1;;0
K119572;46,0;Agder;8,0;2;2;nei;0,0;;59300,0;0;;0
K136351;20,0;Rogaland;8,0;4;4;ja;0,0;;29700,0;0;;0
K107768;50,0;Rogaland;3,8;2;0;1;3742000,0;5,53;314300,0;1;1133,0;1
K137145;48,0;Rogaland;25,1;3;3;1;2940000,0;5,63;107900,0;0;;0
K138386;30,0;Agder;5,3;4;4;nei;2501000,0;5,15;183200,0;0;;0
K122434;46,0;Oslo;0,3;2;2;0;0,0;;165100,0;0;;0
K119817;18,0;Vestfold;4,5;3;3;ja;0,0;;200500,0;0;;0
K124303;32,0;Rogaland;11,7;5;5;Nei;0,0;;49800,0;0;;0
K132885;38,0;Rogaland;11,9;4;4;ja;1029000,0;5,7;247000,0;0;;0
K106003;56,0;Vestland;22,3;3;3;nei;0,0;;94500,0;0;;0
K108581;51,0;Agder;5,8;1;1;1;0,0;;254600,0;0;;0
K113794;55,0;Rogaland;16,7;5;5;ja;1598000,0;5,1;817100,0;1;;0
K114638;57,0;Telemark;8,7;3;3;ja;1763000,0;5,92;151500,0;0;;0
K138006;44,0;Rogaland;6,7;2;3;0;2868000,0;6,02;533800,0;1;;0
K110401;29,0;Agder;1,7;2;2;JA;0,0;;78400,0;0;;0
K125620;18,0;Rogaland;12,6;3;3;nei;1454000,0;5,66;80100,0;2;;0
K115648;42,0;Rogaland;28,5;4;4;Nei;1592000,0;5,74;60000,0;0;;0
K123548;51,0;Telemark;21,2;4;4;1;2741000,0;5,5;77300,0;0;;0
K134954;51,0;Telemark;7,0;1;1;Nei;0,0;;45700,0;2;;0
K119592;18,0;Agder;25,4;1;1;1;2278000,0;5,63;159200,0;0;;0
K129473;65,0;Agder;12,5;4;4;Ja;0,0;;63800,0;1;;0
K104377;44,0;Rogaland;0,2;3;3;1;0,0;;41900,0;1;;0
K131261;50,0;Vestfold;3,5;2;2;Ja;1144000,0;5,29;462300,0;0;;0
K113648;;Vestfold;0,2;3;3;JA;0,0;;47700,0;0;;0
K123461;44,0;Rogaland;12,9;4;5;0;1919000,0;5,41;5500,0;0;;0
K139899;21,0;Agder;7,9;2;2;ja;3058000,0;5,16;166400,0;0;;0
K101546;18,0;Rogaland;20,4;5;6;0;0,0;;13800,0;0;;0
K108080;34,0;Vestland;29,1;1;1;ja;0,0;;265600,0;0;;0
K110937;38,0;Telemark;16,3;1;1;JA;0,0;;82800,0;0;;0
K130357;45,0;Rogaland;2,2;1;0;JA;0,0;;53500,0;0;1341,0;1
K116788;52,0;Rogaland;3,0;1;1;0;1627000,0;5,7;108700,0;0;;0
K105520;57,0;Vestfold;2,2;3;3;Ja;1527000,0;5,8;202500,0;1;;0
K106973;41,0;Rogaland;8,1;5;4;JA;0,0;;212700,0;0;;0
K126214;56,0;Oslo;10,3;3;3;0;923000,0;5,43;741800,0;1;;0
K103695;33,0;Oslo;28,2;3;3;Nei;0,0;;63100,0;0;1312,0;1
K137785;28,0;Vestfold;3,6;4;3;Nei;2082000,0;5,33;944400,0;1;1075,0;1
K128149;50,0;Agder;30,3;3;4;0;4295000,0;5,81;17000,0;2;;0
K120890;66,0;Vestfold;4,5;5;5;1;1443000,0;5,21;104200,0;0;;0
K118164;50,0;Telemark;2,9;3;3;Nei;1635000,0;5,81;294000,0;1;;0
K135459;59,0;Agder;3,2;5;5;Nei;0,0;;18000,0;0;;0
K108543;61,0;Telemark;6,5;2;2;nei;1615000,0;5,43;218600,0;1;;0
K105642;57,0;Vestfold;1,9;9;9;Nei;1463000,0;5,06;1003600,0;0;;0
K133116;69,0;Vestland;11,1;3;3;0;2247000,0;5,62;119200,0;0;;0
K109572;42,0;Vestfold;2,4;6;6;1;8718000,0;5,74;580800,0;0;;0
K128515;53,0;Rogaland;0,6;3;3;JA;0,0;;35400,0;0;;0
K100357;50,0;Agder;7,4;4;5;Nei;0,0;;125200,0;1;;0
K110208;44,0;Rogaland;0,2;2;2;JA;1153000,0;5,17;123100,0;2;;0
K130854;18,0;Rogaland;0,3;3;4;JA;0,0;;52700,0;1;;0
K110356;;Agder;1,3;4;3;Nei;0,0;;152100,0;1;1372,0;1
K130985;24,0;Oslo;5,4;3;3;Nei;1048000,0;5,61;204200,0;0;;0
K122794;61,0;Telemark;16,5;2;2;Ja;4462000,0;5,48;318600,0;0;;0
K121427;34,0;Vestland;1,7;3;3;nei;1619000,0;5,42;20900,0;1;;0
K113122;18,0;Oslo;3,9;3;3;Nei;1989000,0;5,96;366700,0;0;;0
K139798;22,0;Rogaland;11,2;2;2;Nei;1159000,0;5,25;128200,0;0;;0
K119955;54,0;Agder;2,9;4;4;0;2037000,0;5,46;153000,0;0;;0
K139998;31,0;Vestfold;3,0;2;2;0;1956000,0;4,99;432700,0;0;;0
K119984;60,0;Rogaland;2,7;3;3;JA;0,0;;18100,0;1;;0
K137135;18,0;Agder;3,2;3;3;Ja;0,0;;137400,0;0;;0
K128951;55,0;Agder;2,5;2;2;JA;0,0;;96500,0;0;;0
K139472;77,0;Rogaland;9,7;3;3;0;1873000,0;5,19;37900,0;1;;0
K128497;45,0;Rogaland;1,7;1;2;Nei;1605000,0;5,68;41500,0;0;;0
K129849;32,0;Rogaland;1,7;3;3;Nei;1677000,0;5,47;33100,0;0;;0
K122982;45,0;Agder;1,1;3;3;nei;0,0;;38700,0;0;;0
K121664;52,0;Telemark;8,3;1;1;0;1364000,0;5,53;39200,0;1;;0
K125328;51,0;Agder;17,6;5;4;1;0,0;;56500,0;0;;0
K122049;35,0;Rogaland;9,6;2;2;0;0,0;;20200,0;0;;0
K137727;49,0;Agder;7,8;2;3;JA;0,0;;45100,0;0;;0
K130489;68,0;Vestland;8,8;4;4;Ja;2939000,0;5,39;58100,0;0;;0
K106319;62,0;Telemark;0,6;4;4;ja;0,0;;807800,0;0;;0
K137937;50,0;Rogaland;0,2;4;4;nei;0,0;;153500,0;1;;0
K139872;67,0;Rogaland;1,4;3;3;Nei;1599000,0;5,32;207200,0;1;;0
K112594;43,0;Agder;3,9;4;4;1;0,0;;160900,0;2;;0
K138837;59,0;Rogaland;2,8;4;4;0;1695000,0;5,61;30900,0;0;;0
K137319;64,0;Rogaland;15,4;3;3;Ja;1352000,0;5,04;447500,0;1;;0
K125761;35,0;Vestfold;3,4;1;1;JA;3019000,0;4,81;32500,0;1;;0
K115031;34,0;Rogaland;10,7;2;2;nei;3936000,0;5,38;229600,0;1;;0
K105706;62,0;Agder;7,7;1;2;0;0,0;;104700,0;0;;0
K124871;45,0;Rogaland;26,2;2;2;Nei;2003000,0;5,54;259300,0;2;;0
K133121;64,0;Vestland;11,2;5;6;1;3610000,0;5,05;19500,0;0;;0
K122644;35,0;Rogaland;11,4;2;2;JA;0,0;;59700,0;0;;0
K138733;31,0;Vestland;6,3;3;3;nei;2391000,0;5,04;95200,0;0;;0
K130928;38,0;Vestfold;16,3;2;1;JA;2009000,0;5,51;229600,0;1;;0
K113306;58,0;Rogaland;22,8;2;2;Ja;1738000,0;5,97;73300,0;0;;0
K127386;41,0;Rogaland;11,2;3;2;nei;0,0;;73300,0;1;;0
K119475;60,0;Rogaland;4,2;4;4;Ja;0,0;;83400,0;1;;0
K130779;67,0;Vestfold;4,9;5;5;Nei;1200000,0;5,35;235200,0;1;;0
K138750;;Rogaland;20,9;3;3;0;1069000,0;5,22;16900,0;1;;0
K136021;46,0;Rogaland;5,8;3;3;1;2751000,0;6,22;74600,0;0;;0
K128137;62,0;Agder;12,1;6;6;1;2097000,0;5,62;126600,0;0;;0
K105405;64,0;Agder;19,7;1;1;JA;0,0;;73800,0;1;;0
K128642;;Rogaland;14,4;2;2;JA;3410000,0;5,57;83300,0;0;;0
K120028;32,0;Vestfold;1,8;3;3;1;3568000,0;5,47;145300,0;0;;0
K102376;54,0;Vestfold;1,1;6;6;nei;0,0;;41500,0;0;;0
K122551;48,0;Rogaland;3,8;2;2;nei;1373000,0;6,25;38900,0;0;;0
K114555;47,0;Rogaland;5,8;7;7;0;0,0;;79200,0;0;;0
K131691;47,0;Vestfold;40,0;4;4;Ja;5438000,0;5,44;55900,0;1;;0
K112203;18,0;Agder;5,3;2;2;nei;0,0;;24100,0;1;;0
K108026;61,0;Oslo;0,8;5;5;JA;1526000,0;5,31;26300,0;2;;0
K124601;59,0;Vestland;7,9;3;2;0;0,0;;92500,0;0;;0
K103684;29,0;Rogaland;4,4;4;1;0;0,0;;176200,0;0;1077,0;1
K107010;23,0;Agder;2,2;3;4;Ja;1113000,0;5,08;28100,0;0;;0
K131693;18,0;Vestfold;6,8;3;3;nei;4452000,0;5,84;138000,0;0;;0
K131667;62,0;Telemark;8,9;2;2;nei;2845000,0;5,41;723500,0;0;;0
K133775;31,0;Rogaland;1,4;7;8;Nei;2379000,0;5,4;797300,0;0;;0
K101961;36,0;Rogaland;10,7;6;6;Nei;0,0;;66700,0;1;;0
K133865;39,0;Rogaland;28,4;3;3;Ja;4912000,0;5,75;305400,0;1;;0
K102036;39,0;Agder;1,8;2;2;Nei;1344000,0;5,77;84900,0;0;;0
K126466;37,0;Vestland;19,1;2;2;Nei;0,0;;15300,0;0;;0
K137380;44,0;Vestland;0,2;5;1;Nei;1971000,0;5,65;277500,0;0;1040,0;1
K105377;41,0;Telemark;2,4;6;6;ja;0,0;;364600,0;1;;0
K128966;29,0;Vestfold;3,1;4;3;JA;2135000,0;5,33;46800,0;2;;0
K132630;31,0;Rogaland;14,7;3;3;JA;2083000,0;5,61;50300,0;0;;0
K137098;46,0;Rogaland;3,6;2;2;nei;0,0;;97500,0;0;;0
K126322;61,0;Vestfold;6,7;1;1;1;2263000,0;5,05;119000,0;0;;0
K131177;54,0;Vestfold;1,6;3;2;nei;0,0;;96300,0;0;;0
K135436;55,0;Agder;5,2;3;3;1;2436000,0;5,55;100700,0;0;;0
K100698;31,0;Vestfold;0,2;6;6;JA;2119000,0;5,56;54200,0;2;;0
K132049;25,0;Rogaland;1,5;3;3;nei;2155000,0;5,31;17400,0;0;;0
K123786;52,0;Vestland;2,5;2;2;Ja;835000,0;5,87;212400,0;1;;0
K103443;40,0;Rogaland;21,2;4;4;Nei;0,0;;100200,0;0;;0
K126804;58,0;Rogaland;4,3;4;4;Ja;0,0;;46300,0;1;;0
K120602;61,0;Vestland;13,2;2;2;ja;0,0;;123900,0;2;;0
K115092;35,0;Oslo;2,2;3;3;1;3664000,0;5,0;369800,0;0;;0
K119840;41,0;Agder;7,6;5;5;1;0,0;;179400,0;0;;0
K123727;49,0;Agder;9,1;2;2;ja;3613000,0;4,63;182100,0;0;;0
K120242;65,0;Rogaland;2,6;3;4;nei;1795000,0;5,32;467200,0;0;;0
K110091;44,0;Vestfold;0,7;4;4;0;2946000,0;5,37;483800,0;1;;0
K102788;37,0;Agder;3,5;4;4;1;2684000,0;5,52;80300,0;1;;0
K138297;60,0;Rogaland;5,3;4;4;Ja;2243000,0;5,75;82700,0;1;;0
K108639;34,0;Rogaland;4,9;3;3;Nei;1595000,0;5,78;37800,0;1;;0
K120688;76,0;Rogaland;3,0;2;2;nei;5669000,0;5,62;75000,0;1;;0
K139576;58,0;Telemark;0,9;1;1;1;0,0;;299700,0;1;;0
K121557;33,0;Agder;4,9;6;6;ja;3321000,0;5,31;121800,0;0;;0
K106623;52,0;Rogaland;15,5;2;2;1;0,0;;681000,0;1;;0
K131143;69,0;Agder;14,3;3;0;1;1542000,0;5,53;178400,0;0;1073,0;1
K112502;63,0;Agder;1,7;4;4;nei;0,0;;66400,0;0;;0
K126062;30,0;Rogaland;2,6;4;5;ja;1697000,0;5,19;98500,0;1;;0
K135908;47,0;Telemark;10,0;2;2;JA;731000,0;5,54;27900,0;0;;0
K125091;;Oslo;7,7;4;3;JA;2277000,0;5,06;25100,0;0;;0
K106927;42,0;Rogaland;5,7;2;2;ja;2272000,0;5,5;40000,0;0;;0
K120171;55,0;Vestfold;0,8;2;2;Nei;0,0;;169300,0;0;;0
K126305;18,0;Vestfold;18,1;5;5;1;1361000,0;5,1;45000,0;0;;0
K109297;63,0;Vestfold;14,8;3;3;Ja;3007000,0;5,31;50300,0;1;;0
K133312;;Vestfold;8,7;5;5;ja;1890000,0;5,08;60600,0;1;;0
K130875;36,0;Oslo;4,3;2;2;1;4923000,0;5,25;25500,0;0;;0
K131777;27,0;Vestland;7,8;4;4;Ja;0,0;;57100,0;1;;0
K115246;55,0;Agder;8,9;3;3;Nei;0,0;;316900,0;1;;0
K110810;50,0;Agder;1,5;2;2;JA;0,0;;52900,0;0;;0
K103711;57,0;Vestfold;9,5;5;5;1;3540000,0;5,3;61800,0;0;;0
K129870;56,0;Oslo;7,2;1;1;nei;2910000,0;5,2;153800,0;0;;0
K110172;39,0;Oslo;4,8;3;3;JA;10704000,0;4,7;83500,0;0;;0
K137259;34,0;Rogaland;40,0;3;3;nei;1490000,0;5,65;115500,0;0;;0
K132459;32,0;Telemark;4,8;2;2;nei;1723000,0;5,67;233700,0;0;;0
K118057;64,0;Agder;22,2;2;2;JA;0,0;;129400,0;0;;0
K136674;37,0;Rogaland;2,3;1;1;nei;0,0;;420100,0;0;;0
K124413;44,0;Rogaland;8,9;5;5;Ja;0,0;;103900,0;0;;0
K114151;18,0;Rogaland;10,7;3;3;ja;1791000,0;5,15;29200,0;0;;0
K106925;30,0;Rogaland;29,4;4;4;1;0,0;;14400,0;1;;0
K139674;41,0;Telemark;4,4;2;2;Nei;2625000,0;5,24;355900,0;0;;0
K111845;39,0;Agder;16,7;4;4;ja;1197000,0;5,14;146300,0;0;;0
K119162;84,0;Vestfold;1,7;2;2;1;1477000,0;5,46;32300,0;0;;0
K132221;47,0;Agder;6,4;3;3;ja;1296000,0;5,52;52400,0;0;;0
K124427;48,0;Agder;0,9;4;4;Nei;1897000,0;4,74;33000,0;1;;0
K129845;58,0;Rogaland;17,7;5;5;ja;0,0;;69700,0;1;;0
K105489;34,0;Oslo;5,1;1;1;nei;0,0;;164500,0;0;;0
K134253;53,0;Agder;2,3;4;4;1;927000,0;6,17;72600,0;0;;0
K111527;52,0;Agder;8,3;4;4;1;0,0;;22900,0;0;;0
K132113;36,0;Vestfold;10,0;3;4;Ja;1282000,0;5,47;29500,0;0;;0
K108369;30,0;Rogaland;3,8;6;5;Ja;0,0;;20900,0;1;;0
K102635;65,0;Rogaland;3,8;2;2;0;0,0;;252700,0;2;;0
K139980;30,0;Telemark;0,3;1;1;1;1617000,0;4,95;50200,0;0;;0
K130424;31,0;Vestfold;10,4;4;4;JA;0,0;;125700,0;0;;0
K123695;18,0;Agder;5,2;2;0;nei;3153000,0;5,88;84200,0;0;1090,0;1
K100949;18,0;Telemark;1,8;3;4;1;0,0;;163500,0;0;;0
K124896;;Rogaland;9,3;1;1;0;0,0;;25500,0;0;;0
K120214;39,0;Vestfold;16,3;2;2;Ja;3303000,0;5,78;105500,0;0;;0
K107116;49,0;Vestfold;2,3;3;4;nei;0,0;;229700,0;1;;0
K124623;66,0;Vestfold;14,9;2;2;nei;2856000,0;5,24;41900,0;2;;0
K100699;43,0;Telemark;6,9;3;1;1;1798000,0;5,35;519900,0;0;1069,0;1
K134036;64,0;Agder;1,3;6;7;Ja;1390000,0;5,23;79600,0;0;;0
K102867;70,0;Rogaland;1,9;3;3;1;0,0;;9900,0;0;;0
K109024;64,0;Rogaland;11,3;7;7;nei;0,0;;204700,0;0;;0
K104720;18,0;Rogaland;3,2;2;2;Ja;0,0;;74800,0;0;;0
K112380;43,0;Vestfold;9,6;5;5;Nei;1072000,0;5,39;22100,0;1;;0
K125075;44,0;Agder;3,8;3;2;nei;1858000,0;5,24;100400,0;0;;0
K121390;43,0;Vestfold;9,5;6;7;ja;2121000,0;5,22;247900,0;1;;0
K128677;30,0;Oslo;7,2;1;1;Ja;812000,0;5,49;14500,0;1;;0
K132716;72,0;Rogaland;0,8;1;1;1;1788000,0;5,28;112900,0;0;;0
K101115;47,0;Rogaland;22,9;4;4;Nei;937000,0;5,53;104200,0;0;;0
K118084;70,0;Rogaland;1,9;4;5;Nei;3102000,0;5,59;29100,0;0;;0
K125168;54,0;Agder;29,9;3;2;nei;1473000,0;4,93;131700,0;3;;0
K133832;66,0;Rogaland;0,3;1;1;ja;2482000,0;5,65;52600,0;0;;0
K124290;65,0;Rogaland;18,0;2;3;JA;1235000,0;4,92;80200,0;0;;0
K106501;69,0;Vestfold;4,4;4;4;Ja;0,0;;91200,0;1;;0
K122585;37,0;Rogaland;6,1;7;7;Nei;0,0;;96500,0;1;;0
K139816;65,0;Agder;7,6;3;3;1;0,0;;307800,0;0;;0
K123985;51,0;Rogaland;11,9;3;2;nei;3094000,0;5,72;263700,0;0;;0
K101470;48,0;Agder;9,8;6;6;JA;2164000,0;5,21;297300,0;0;;0
K117587;86,0;Agder;5,4;2;2;1;1813000,0;5,04;65100,0;0;;0
K139353;47,0;Agder;24,8;4;4;JA;1666000,0;5,14;47900,0;0;1006,0;1
K135546;54,0;Vestfold;2,6;2;2;0;1989000,0;4,96;79000,0;0;;0
K135335;58,0;Rogaland;8,5;1;1;ja;1812000,0;5,35;167200,0;0;;0
K120026;64,0;Telemark;0,2;2;2;Nei;4168000,0;5,59;58100,0;0;;0
K125610;51,0;Agder;0,6;4;4;ja;2591000,0;5,48;313000,0;0;;0
K129014;76,0;Agder;10,5;2;3;Ja;3493000,0;5,42;12800,0;0;;0
K129283;42,0;Agder;3,8;5;5;JA;665000,0;5,77;37300,0;0;;0
K121258;70,0;Vestfold;6,4;2;2;Ja;2861000,0;5,69;38900,0;0;;0
K126736;77,0;Rogaland;3,6;6;6;1;0,0;;150700,0;0;;0
K109408;70,0;Vestland;18,5;1;1;ja;1283000,0;5,17;136700,0;0;;0
K107122;20,0;Vestfold;19,5;2;2;Ja;0,0;;58700,0;0;;0
K107483;18,0;Agder;15,2;4;3;1;3232000,0;5,47;126800,0;2;1028,0;1
K103009;58,0;Vestfold;0,4;2;1;ja;4304000,0;5,07;268900,0;0;;0
K102327;70,0;Telemark;16,1;6;6;JA;0,0;;233200,0;0;;0
K130352;39,0;Rogaland;6,1;4;4;0;1530000,0;5,76;237000,0;0;;0
K121678;50,0;Vestland;14,7;3;3;0;5923000,0;5,31;126300,0;0;;0
K134156;22,0;Telemark;1,2;5;5;JA;1560000,0;4,92;103600,0;0;;0
K107249;38,0;Vestland;4,9;4;4;1;2663000,0;5,65;20700,0;1;;0
K128892;18,0;Rogaland;17,5;3;3;Ja;0,0;;148200,0;0;;0
K106268;45,0;Oslo;12,6;2;1;1;0,0;;76600,0;0;1141,0;1
K138194;70,0;Vestland;1,7;2;2;0;3357000,0;5,55;29700,0;0;;0
K131954;54,0;Oslo;7,5;6;6;ja;1996000,0;4,93;117300,0;1;;0
K126425;55,0;Vestland;0,9;3;3;Ja;2633000,0;5,65;103100,0;0;;0
K131133;48,0;Vestland;6,3;1;1;Ja;1700000,0;4,39;68400,0;0;;0
K101217;18,0;Oslo;15,2;2;2;nei;1262000,0;5,78;178100,0;0;;0
K100789;44,0;Oslo;35,3;5;5;nei;1793000,0;5,68;8100,0;1;;0
K124728;33,0;Vestland;3,9;4;4;nei;4646000,0;5,45;567300,0;0;;0
K105762;36,0;Vestfold;1,1;6;4;Nei;4202000,0;5,35;48000,0;2;1315,0;1
